id,grado,nivel,scores,tiempo,resultado,juego
89195,5,2,19,41,NO APRENDIO,1
89196,2,1,3,21,NO APRENDIO,1
89197,3,2,19,4,APRENDIO,1
89198,4,2,28,11,APRENDIO,1
89199,4,3,9,23,APRENDIO,1
89200,5,2,27,6,APRENDIO,1
89201,1,1,30,36,NO APRENDIO,1
89202,4,3,27,9,NO APRENDIO,1
89203,6,2,20,15,APRENDIO,1
89204,6,1,12,33,NO APRENDIO,1
89205,6,2,8,42,NO APRENDIO,1
89206,3,2,6,49,NO APRENDIO,1
89207,2,1,14,44,NO APRENDIO,1
89208,5,1,9,7,APRENDIO,1
89209,6,1,23,46,NO APRENDIO,1
89210,2,2,6,37,NO APRENDIO,1
89211,5,3,27,46,NO APRENDIO,1
89212,6,2,23,23,APRENDIO,1
89213,4,3,29,32,NO APRENDIO,1
89214,4,3,30,20,NO APRENDIO,1
89215,4,2,20,26,NO APRENDIO,1
89216,4,3,14,48,NO APRENDIO,1
89217,5,3,12,22,APRENDIO,1
89218,3,3,18,27,APRENDIO,1
89219,5,3,10,29,APRENDIO,1
89220,3,2,17,15,APRENDIO,1
89221,1,3,12,40,NO APRENDIO,1
89222,3,3,13,4,APRENDIO,1
89223,3,3,23,47,NO APRENDIO,1
89224,3,1,23,46,NO APRENDIO,1
89225,3,3,10,10,APRENDIO,1
89226,6,3,3,2,APRENDIO,1
89227,6,2,12,35,NO APRENDIO,1
89228,3,3,5,1,APRENDIO,1
89229,2,3,4,7,APRENDIO,1
89230,5,3,30,44,NO APRENDIO,1
89231,1,3,8,25,APRENDIO,1
89232,1,1,12,3,APRENDIO,1
89233,4,1,13,24,NO APRENDIO,1
89234,6,3,18,38,NO APRENDIO,1
89235,1,2,26,10,APRENDIO,1
89236,2,1,15,18,NO APRENDIO,1
89237,2,3,4,41,NO APRENDIO,1
89238,5,3,19,9,APRENDIO,1
89239,2,1,22,24,NO APRENDIO,1
89240,3,3,4,10,APRENDIO,1
89241,5,1,21,11,NO APRENDIO,1
89242,1,3,14,14,APRENDIO,1
89243,6,2,18,10,APRENDIO,1
89244,1,2,16,46,NO APRENDIO,1
89245,5,3,1,32,APRENDIO,1
89246,4,3,4,6,APRENDIO,1
89247,3,1,13,12,NO APRENDIO,1
89248,2,3,28,16,NO APRENDIO,1
89249,3,1,10,42,NO APRENDIO,1
89250,6,2,16,13,APRENDIO,1
89251,3,3,21,46,NO APRENDIO,1
89252,6,2,24,45,NO APRENDIO,1
89253,3,2,19,1,APRENDIO,1
89254,4,1,16,37,NO APRENDIO,1
89255,2,3,15,11,APRENDIO,1
89256,5,3,18,48,NO APRENDIO,1
89257,6,2,15,48,NO APRENDIO,1
89258,4,3,18,46,NO APRENDIO,1
89259,5,2,26,45,NO APRENDIO,1
89260,3,3,24,17,NO APRENDIO,1
89261,6,2,15,5,APRENDIO,1
89262,3,1,28,16,NO APRENDIO,1
89263,4,3,10,42,NO APRENDIO,1
89264,4,1,11,4,APRENDIO,1
89265,4,3,19,24,APRENDIO,1
89266,4,2,5,5,APRENDIO,1
89267,4,1,25,26,NO APRENDIO,1
89268,2,1,17,21,NO APRENDIO,1
89269,4,3,9,32,APRENDIO,1
89270,4,1,23,29,NO APRENDIO,1
89271,4,2,29,2,NO APRENDIO,1
89272,2,3,12,44,NO APRENDIO,1
89273,6,2,20,37,NO APRENDIO,1
89274,3,3,15,6,APRENDIO,1
89275,2,1,30,2,NO APRENDIO,1
89276,3,2,17,25,APRENDIO,1
89277,2,2,1,16,APRENDIO,1
89278,3,3,20,39,NO APRENDIO,1
89279,2,2,10,31,NO APRENDIO,1
89280,2,3,25,1,NO APRENDIO,1
89281,5,2,24,26,NO APRENDIO,1
89282,2,3,21,26,APRENDIO,1
89283,1,3,2,7,APRENDIO,1
89284,2,3,9,20,APRENDIO,1
89285,2,3,14,34,APRENDIO,1
89286,3,3,17,27,APRENDIO,1
89287,6,1,18,47,NO APRENDIO,1
89288,3,2,13,23,APRENDIO,1
89289,6,3,25,15,NO APRENDIO,1
89290,4,3,6,8,APRENDIO,1
89291,2,3,6,18,APRENDIO,1
89292,1,2,10,25,APRENDIO,1
89293,2,1,29,50,NO APRENDIO,1
89294,2,1,11,12,APRENDIO,1
89295,2,3,14,41,NO APRENDIO,1
89296,1,2,2,47,NO APRENDIO,1
89297,3,1,1,47,NO APRENDIO,1
89298,2,1,2,36,NO APRENDIO,1
89299,3,3,5,28,APRENDIO,1
89300,4,3,8,38,NO APRENDIO,1
89301,6,2,16,7,APRENDIO,1
89302,3,1,1,11,APRENDIO,1
89303,6,1,13,4,NO APRENDIO,1
89304,3,3,20,28,APRENDIO,1
89305,1,3,14,5,APRENDIO,1
89306,2,3,22,13,APRENDIO,1
89307,2,1,24,10,NO APRENDIO,1
89308,2,2,7,16,APRENDIO,1
89309,1,1,7,40,NO APRENDIO,1
89310,3,2,4,14,APRENDIO,1
89311,6,1,8,22,NO APRENDIO,1
89312,5,2,7,15,APRENDIO,1
89313,1,3,1,1,APRENDIO,1
89314,5,2,27,43,NO APRENDIO,1
89315,4,1,13,36,NO APRENDIO,1
89316,6,1,7,46,NO APRENDIO,1
89317,4,1,12,39,NO APRENDIO,1
89318,2,3,26,23,NO APRENDIO,1
89319,2,1,4,14,APRENDIO,1
89320,1,2,13,6,APRENDIO,1
89321,3,2,7,26,NO APRENDIO,1
89322,1,1,24,20,NO APRENDIO,1
89323,5,3,27,19,NO APRENDIO,1
89324,1,3,29,48,NO APRENDIO,1
89325,4,3,21,22,APRENDIO,1
89326,1,2,17,20,APRENDIO,1
89327,3,1,1,41,NO APRENDIO,1
89328,2,1,26,45,NO APRENDIO,1
89329,5,3,28,34,NO APRENDIO,1
89330,3,3,30,41,NO APRENDIO,1
89331,4,2,10,17,APRENDIO,1
89332,5,1,13,47,NO APRENDIO,1
89333,5,1,8,32,NO APRENDIO,1
89334,5,2,23,23,APRENDIO,1
89335,1,2,19,28,NO APRENDIO,1
89336,4,1,2,24,NO APRENDIO,1
89337,2,2,28,42,NO APRENDIO,1
89338,6,2,4,46,NO APRENDIO,1
89339,3,2,17,31,NO APRENDIO,1
89340,3,1,23,6,NO APRENDIO,1
89341,1,1,22,27,NO APRENDIO,1
89342,2,3,21,40,NO APRENDIO,1
89343,3,3,30,5,NO APRENDIO,1
89344,3,3,13,35,APRENDIO,1
89345,1,1,2,34,NO APRENDIO,1
89346,1,1,7,8,APRENDIO,1
89347,6,2,12,14,APRENDIO,1
89348,1,3,21,27,APRENDIO,1
89349,1,1,10,29,NO APRENDIO,1
89350,1,3,15,24,APRENDIO,1
89351,4,3,23,29,NO APRENDIO,1
89352,3,1,10,50,NO APRENDIO,1
89353,5,1,20,36,NO APRENDIO,1
89354,3,3,20,25,APRENDIO,1
89355,2,2,18,49,NO APRENDIO,1
89356,1,1,13,13,NO APRENDIO,1
89357,2,2,6,26,NO APRENDIO,1
89358,5,3,16,4,APRENDIO,1
89359,6,2,20,40,NO APRENDIO,1
89360,5,1,29,21,NO APRENDIO,1
89361,2,3,23,43,NO APRENDIO,1
89362,2,1,4,31,NO APRENDIO,1
89363,4,2,29,44,NO APRENDIO,1
89364,5,2,11,43,NO APRENDIO,1
89365,6,3,9,50,NO APRENDIO,1
89366,3,1,12,31,NO APRENDIO,1
89367,3,1,23,36,NO APRENDIO,1
89368,4,3,6,6,APRENDIO,1
89369,4,3,7,23,APRENDIO,1
89370,5,3,12,21,APRENDIO,1
89371,4,1,11,44,NO APRENDIO,1
89372,6,3,6,24,APRENDIO,1
89373,2,2,22,16,APRENDIO,1
89374,5,1,1,16,NO APRENDIO,1
89375,6,3,7,49,NO APRENDIO,1
89376,1,3,8,42,NO APRENDIO,1
89377,5,1,7,18,NO APRENDIO,1
89378,5,3,30,15,NO APRENDIO,1
89379,2,1,15,22,NO APRENDIO,1
89380,6,2,5,45,NO APRENDIO,1
89381,3,1,19,36,NO APRENDIO,1
89382,3,3,29,12,NO APRENDIO,1
89383,5,3,29,34,NO APRENDIO,1
89384,1,3,12,42,NO APRENDIO,1
89385,3,1,30,45,NO APRENDIO,1
89386,5,2,5,28,NO APRENDIO,1
89387,6,2,16,20,APRENDIO,1
89388,2,3,14,15,APRENDIO,1
89389,2,1,24,20,NO APRENDIO,1
89390,2,2,29,15,NO APRENDIO,1
89391,4,2,28,34,NO APRENDIO,1
89392,2,2,18,14,APRENDIO,1
89393,1,3,14,43,NO APRENDIO,1
89394,5,3,30,11,NO APRENDIO,1
89395,6,3,29,29,NO APRENDIO,1
89396,6,2,15,31,NO APRENDIO,1
89397,4,1,9,34,NO APRENDIO,1
89398,3,1,12,19,NO APRENDIO,1
89399,2,2,2,34,NO APRENDIO,1
89400,5,2,6,9,APRENDIO,1
89401,2,2,9,28,NO APRENDIO,1
89402,2,2,14,25,APRENDIO,1
89403,1,1,25,49,NO APRENDIO,1
89404,1,3,27,20,NO APRENDIO,1
89405,6,1,14,22,NO APRENDIO,1
89406,3,3,5,1,APRENDIO,1
89407,6,1,17,40,NO APRENDIO,1
89408,2,3,15,43,NO APRENDIO,1
89409,3,2,2,48,NO APRENDIO,1
89410,3,3,23,36,NO APRENDIO,1
89411,1,1,7,44,NO APRENDIO,1
89412,4,1,13,27,NO APRENDIO,1
89413,1,2,19,6,APRENDIO,1
89414,4,1,29,47,NO APRENDIO,1
89415,4,1,6,5,APRENDIO,1
89416,6,3,23,44,NO APRENDIO,1
89417,6,3,7,48,NO APRENDIO,1
89418,1,1,13,27,NO APRENDIO,1
89419,2,3,18,13,APRENDIO,1
89420,3,2,12,29,NO APRENDIO,1
89421,4,2,11,48,NO APRENDIO,1
89422,2,1,11,26,NO APRENDIO,1
89423,1,1,7,40,NO APRENDIO,1
89424,5,3,10,45,NO APRENDIO,1
89425,6,3,2,35,APRENDIO,1
89426,2,1,2,45,NO APRENDIO,1
89427,4,2,29,2,NO APRENDIO,1
89428,5,1,14,25,NO APRENDIO,1
89429,1,3,24,20,NO APRENDIO,1
89430,4,3,21,9,APRENDIO,1
89431,1,2,17,3,APRENDIO,1
89432,2,1,12,25,NO APRENDIO,1
89433,6,2,22,10,APRENDIO,1
89434,1,2,26,34,NO APRENDIO,1
89435,1,3,3,27,APRENDIO,1
89436,4,2,19,18,APRENDIO,1
89437,1,3,24,33,NO APRENDIO,1
89438,2,3,14,47,NO APRENDIO,1
89439,3,2,12,15,APRENDIO,1
89440,4,1,30,10,NO APRENDIO,1
89441,4,3,1,46,NO APRENDIO,1
89442,6,2,11,44,NO APRENDIO,1
89443,5,3,6,38,NO APRENDIO,1
89444,1,2,11,46,NO APRENDIO,1
89445,3,3,18,41,NO APRENDIO,1
89446,4,3,18,24,APRENDIO,1
89447,3,2,8,9,APRENDIO,1
89448,4,2,2,13,APRENDIO,1
89449,6,1,2,28,NO APRENDIO,1
89450,1,2,12,5,APRENDIO,1
89451,5,3,22,7,APRENDIO,1
89452,5,3,10,50,NO APRENDIO,1
89453,2,1,11,23,NO APRENDIO,1
89454,2,1,24,20,NO APRENDIO,1
89455,6,1,25,18,NO APRENDIO,1
89456,5,1,8,7,APRENDIO,1
89457,5,3,30,10,NO APRENDIO,1
89458,2,1,30,13,NO APRENDIO,1
89459,2,3,6,35,APRENDIO,1
89460,2,3,15,30,APRENDIO,1
89461,4,2,4,7,APRENDIO,1
89462,2,1,19,37,NO APRENDIO,1
89463,2,2,6,38,NO APRENDIO,1
89464,5,1,12,12,APRENDIO,1
89465,5,1,23,11,NO APRENDIO,1
89466,3,1,16,7,NO APRENDIO,1
89467,4,3,2,32,APRENDIO,1
89468,3,2,25,15,APRENDIO,1
89469,4,3,16,8,APRENDIO,1
89470,1,1,6,40,NO APRENDIO,1
89471,3,3,14,50,NO APRENDIO,1
89472,5,2,5,12,APRENDIO,1
89473,5,3,13,26,APRENDIO,1
89474,6,3,6,31,APRENDIO,1
89475,1,3,26,39,NO APRENDIO,1
89476,1,2,26,10,APRENDIO,1
89477,4,2,19,31,NO APRENDIO,1
89478,5,3,11,9,APRENDIO,1
89479,6,2,19,8,APRENDIO,1
89480,3,1,6,10,APRENDIO,1
89481,1,1,9,36,NO APRENDIO,1
89482,5,1,20,33,NO APRENDIO,1
89483,1,3,5,47,NO APRENDIO,1
89484,6,2,15,26,NO APRENDIO,1
89485,2,2,10,26,NO APRENDIO,1
89486,2,2,10,19,APRENDIO,1
89487,5,2,3,44,NO APRENDIO,1
89488,5,1,17,38,NO APRENDIO,1
89489,2,3,13,44,NO APRENDIO,1
89490,2,1,25,19,NO APRENDIO,1
89491,3,1,25,43,NO APRENDIO,1
89492,1,2,1,33,NO APRENDIO,1
89493,3,1,26,13,NO APRENDIO,1
89494,2,1,12,44,NO APRENDIO,1
89495,3,2,4,31,NO APRENDIO,1
89496,6,1,5,27,NO APRENDIO,1
89497,1,1,18,11,NO APRENDIO,1
89498,5,1,19,5,NO APRENDIO,1
89499,5,1,28,47,NO APRENDIO,1
89500,2,2,16,31,NO APRENDIO,1
89501,3,2,26,16,APRENDIO,1
89502,4,2,28,3,APRENDIO,1
89503,2,2,25,32,NO APRENDIO,1
89504,2,3,1,13,APRENDIO,1
89505,2,1,29,44,NO APRENDIO,1
89506,3,3,9,23,APRENDIO,1
89507,4,1,23,41,NO APRENDIO,1
89508,4,2,29,50,NO APRENDIO,1
89509,5,2,16,28,NO APRENDIO,1
89510,1,1,13,10,NO APRENDIO,1
89511,3,2,2,10,APRENDIO,1
89512,2,1,4,14,APRENDIO,1
89513,1,2,21,34,NO APRENDIO,1
89514,4,3,20,5,APRENDIO,1
89515,3,1,5,11,APRENDIO,1
89516,3,3,4,27,APRENDIO,1
89517,4,2,18,48,NO APRENDIO,1
89518,1,3,28,4,NO APRENDIO,1
89519,5,2,23,43,NO APRENDIO,1
89520,3,2,19,15,APRENDIO,1
89521,5,1,9,7,APRENDIO,1
89522,6,2,12,42,NO APRENDIO,1
89523,5,3,7,39,NO APRENDIO,1
89524,5,1,22,5,NO APRENDIO,1
89525,6,1,6,46,NO APRENDIO,1
89526,5,2,17,48,NO APRENDIO,1
89527,4,2,13,26,NO APRENDIO,1
89528,6,3,25,16,NO APRENDIO,1
89529,4,2,21,22,APRENDIO,1
89530,4,2,7,17,APRENDIO,1
89531,2,3,21,49,NO APRENDIO,1
89532,1,1,10,5,APRENDIO,1
89533,6,1,29,45,NO APRENDIO,1
89534,1,2,11,12,APRENDIO,1
89535,6,1,18,2,NO APRENDIO,1
89536,3,2,9,12,APRENDIO,1
89537,1,3,29,40,NO APRENDIO,1
89538,6,3,16,23,APRENDIO,1
89539,6,1,8,42,NO APRENDIO,1
89540,6,3,6,5,APRENDIO,1
89541,5,1,29,18,NO APRENDIO,1
89542,2,1,22,46,NO APRENDIO,1
89543,4,2,20,23,APRENDIO,1
89544,6,3,11,20,APRENDIO,1
89545,6,3,5,10,APRENDIO,1
89546,4,2,3,40,NO APRENDIO,1
89547,1,3,21,7,APRENDIO,1
89548,4,3,23,10,NO APRENDIO,1
89549,2,3,1,19,APRENDIO,1
89550,3,1,18,14,NO APRENDIO,1
89551,3,3,27,22,NO APRENDIO,1
89552,4,3,26,10,NO APRENDIO,1
89553,4,2,9,34,NO APRENDIO,1
89554,6,2,18,3,APRENDIO,1
89555,6,3,4,24,APRENDIO,1
89556,6,3,3,27,APRENDIO,1
89557,2,3,10,35,APRENDIO,1
89558,2,2,30,38,NO APRENDIO,1
89559,4,3,28,5,NO APRENDIO,1
89560,1,2,17,27,NO APRENDIO,1
89561,3,1,10,40,NO APRENDIO,1
89562,1,1,7,21,NO APRENDIO,1
89563,3,2,8,22,APRENDIO,1
89564,6,1,11,42,NO APRENDIO,1
89565,6,1,2,30,NO APRENDIO,1
89566,4,1,12,44,NO APRENDIO,1
89567,6,1,19,21,NO APRENDIO,1
89568,6,1,1,19,NO APRENDIO,1
89569,3,2,14,24,APRENDIO,1
89570,5,3,30,6,NO APRENDIO,1
89571,5,2,14,4,APRENDIO,1
89572,4,2,13,25,APRENDIO,1
89573,2,2,5,41,NO APRENDIO,1
89574,2,1,25,6,NO APRENDIO,1
89575,1,2,27,7,APRENDIO,1
89576,5,1,20,32,NO APRENDIO,1
89577,1,2,25,24,APRENDIO,1
89578,3,1,16,14,NO APRENDIO,1
89579,2,3,18,33,APRENDIO,1
89580,4,2,17,2,APRENDIO,1
89581,1,2,1,34,NO APRENDIO,1
89582,3,2,16,42,NO APRENDIO,1
89583,3,2,28,14,APRENDIO,1
89584,2,2,27,28,NO APRENDIO,1
89585,4,2,17,1,APRENDIO,1
89586,3,2,10,27,NO APRENDIO,1
89587,6,3,15,28,APRENDIO,1
89588,6,2,26,26,NO APRENDIO,1
89589,4,1,30,3,NO APRENDIO,1
89590,6,2,9,13,APRENDIO,1
89591,6,1,20,41,NO APRENDIO,1
89592,5,2,17,13,APRENDIO,1
89593,3,3,9,7,APRENDIO,1
89594,5,2,8,46,NO APRENDIO,1
89595,1,3,1,45,NO APRENDIO,1
89596,4,3,22,7,APRENDIO,1
89597,6,2,29,25,NO APRENDIO,1
89598,5,2,30,39,NO APRENDIO,1
89599,1,1,13,28,NO APRENDIO,1
89600,3,3,21,27,APRENDIO,1
89601,6,2,19,6,APRENDIO,1
89602,6,2,12,35,NO APRENDIO,1
89603,6,3,4,36,NO APRENDIO,1
89604,5,2,19,45,NO APRENDIO,1
89605,4,1,20,5,NO APRENDIO,1
89606,5,3,22,23,APRENDIO,1
89607,4,1,9,17,NO APRENDIO,1
89608,5,2,8,2,APRENDIO,1
89609,6,3,24,29,NO APRENDIO,1
89610,4,3,11,44,NO APRENDIO,1
89611,5,2,9,32,NO APRENDIO,1
89612,3,3,12,8,APRENDIO,1
89613,4,3,24,24,NO APRENDIO,1
89614,6,2,30,30,NO APRENDIO,1
89615,2,1,22,3,NO APRENDIO,1
89616,4,3,18,35,APRENDIO,1
89617,3,2,27,7,APRENDIO,1
89618,5,1,22,33,NO APRENDIO,1
89619,6,3,23,34,NO APRENDIO,1
89620,2,2,4,12,APRENDIO,1
89621,1,1,25,2,NO APRENDIO,1
89622,2,3,19,39,NO APRENDIO,1
89623,4,3,22,10,APRENDIO,1
89624,4,1,8,46,NO APRENDIO,1
89625,2,2,30,31,NO APRENDIO,1
89626,1,2,8,49,NO APRENDIO,1
89627,2,1,23,20,NO APRENDIO,1
89628,4,1,3,7,APRENDIO,1
89629,5,1,5,34,NO APRENDIO,1
89630,4,3,23,43,NO APRENDIO,1
89631,1,2,10,6,APRENDIO,1
89632,3,1,6,17,NO APRENDIO,1
89633,4,3,30,16,NO APRENDIO,1
89634,2,2,18,13,APRENDIO,1
89635,5,2,14,28,NO APRENDIO,1
89636,5,2,30,34,NO APRENDIO,1
89637,3,1,6,1,APRENDIO,1
89638,6,1,9,50,NO APRENDIO,1
89639,3,1,9,50,NO APRENDIO,1
89640,1,1,29,37,NO APRENDIO,1
89641,6,3,24,23,NO APRENDIO,1
89642,4,1,28,8,NO APRENDIO,1
89643,1,1,7,43,NO APRENDIO,1
89644,6,3,27,9,NO APRENDIO,1
89645,4,1,18,2,NO APRENDIO,1
89646,5,3,4,8,APRENDIO,1
89647,4,2,4,5,APRENDIO,1
89648,4,1,19,8,NO APRENDIO,1
89649,3,3,24,33,NO APRENDIO,1
89650,3,1,1,22,NO APRENDIO,1
89651,4,1,4,47,NO APRENDIO,1
89652,3,2,25,22,APRENDIO,1
89653,2,3,30,39,NO APRENDIO,1
89654,1,1,17,16,NO APRENDIO,1
89655,3,1,21,44,NO APRENDIO,1
89656,1,3,19,19,APRENDIO,1
89657,1,3,9,14,APRENDIO,1
89658,6,2,14,10,APRENDIO,1
89659,6,1,27,9,NO APRENDIO,1
89660,6,3,15,8,APRENDIO,1
89661,4,2,11,4,APRENDIO,1
89662,1,2,2,11,APRENDIO,1
89663,5,2,9,31,NO APRENDIO,1
89664,5,3,6,50,NO APRENDIO,1
89665,3,3,11,27,APRENDIO,1
89666,3,1,22,21,NO APRENDIO,1
89667,4,2,13,46,NO APRENDIO,1
89668,2,3,19,42,NO APRENDIO,1
89669,6,2,26,32,NO APRENDIO,1
89670,6,3,21,48,NO APRENDIO,1
89671,3,2,11,23,APRENDIO,1
89672,6,2,7,48,NO APRENDIO,1
89673,5,1,14,42,NO APRENDIO,1
89674,6,2,10,1,APRENDIO,1
89675,5,3,22,15,APRENDIO,1
89676,3,3,13,20,APRENDIO,1
89677,4,3,19,50,NO APRENDIO,1
89678,2,1,16,31,NO APRENDIO,1
89679,1,1,5,25,NO APRENDIO,1
89680,6,3,3,18,APRENDIO,1
89681,2,3,26,33,NO APRENDIO,1
89682,6,2,5,48,NO APRENDIO,1
89683,4,3,10,38,NO APRENDIO,1
89684,3,1,13,22,NO APRENDIO,1
89685,3,1,17,49,NO APRENDIO,1
89686,5,2,4,42,NO APRENDIO,1
89687,4,3,21,5,APRENDIO,1
89688,4,2,3,31,NO APRENDIO,1
89689,6,3,30,23,NO APRENDIO,1
89690,6,2,20,22,APRENDIO,1
89691,5,3,2,14,APRENDIO,1
89692,3,2,29,29,NO APRENDIO,1
89693,1,2,28,49,NO APRENDIO,1
89694,3,2,2,44,NO APRENDIO,1
89695,4,2,9,18,APRENDIO,1
89696,5,1,18,10,NO APRENDIO,1
89697,1,1,13,14,NO APRENDIO,1
89698,3,1,23,41,NO APRENDIO,1
89699,2,1,21,2,NO APRENDIO,1
89700,2,3,7,32,APRENDIO,1
89701,5,2,12,17,APRENDIO,1
89702,6,2,23,44,NO APRENDIO,1
89703,2,1,1,24,NO APRENDIO,1
89704,3,3,20,19,APRENDIO,1
89705,5,1,3,13,APRENDIO,1
89706,3,2,3,11,APRENDIO,1
89707,2,3,1,43,NO APRENDIO,1
89708,6,1,28,35,NO APRENDIO,1
89709,1,2,9,12,APRENDIO,1
89710,1,3,16,13,APRENDIO,1
89711,6,1,24,16,NO APRENDIO,1
89712,1,1,6,19,NO APRENDIO,1
89713,1,2,10,25,APRENDIO,1
89714,6,1,30,11,NO APRENDIO,1
89715,3,1,12,10,APRENDIO,1
89716,2,2,25,3,APRENDIO,1
89717,3,2,17,44,NO APRENDIO,1
89718,3,1,3,34,NO APRENDIO,1
89719,5,2,14,48,NO APRENDIO,1
89720,1,1,24,19,NO APRENDIO,1
89721,4,1,6,20,NO APRENDIO,1
89722,6,3,23,4,NO APRENDIO,1
89723,1,1,19,48,NO APRENDIO,1
89724,6,1,13,19,NO APRENDIO,1
89725,1,3,12,3,APRENDIO,1
89726,5,1,3,19,NO APRENDIO,1
89727,1,3,17,23,APRENDIO,1
89728,2,1,8,15,APRENDIO,1
89729,4,3,14,27,APRENDIO,1
89730,2,1,30,16,NO APRENDIO,1
89731,4,3,20,21,APRENDIO,1
89732,5,3,21,22,APRENDIO,1
89733,4,1,26,47,NO APRENDIO,1
89734,5,1,22,48,NO APRENDIO,1
89735,3,2,28,8,APRENDIO,1
89736,1,2,24,18,APRENDIO,1
89737,5,1,26,32,NO APRENDIO,1
89738,2,3,11,29,APRENDIO,1
89739,6,3,12,31,APRENDIO,1
89740,5,3,18,8,APRENDIO,1
89741,3,1,26,7,NO APRENDIO,1
89742,2,2,17,27,NO APRENDIO,1
89743,1,3,18,14,APRENDIO,1
89744,2,2,24,19,APRENDIO,1
89745,3,1,7,30,NO APRENDIO,1
89746,3,3,14,42,NO APRENDIO,1
89747,2,2,21,42,NO APRENDIO,1
89748,4,1,14,44,NO APRENDIO,1
89749,3,3,29,36,NO APRENDIO,1
89750,6,1,18,34,NO APRENDIO,1
89751,3,2,9,42,NO APRENDIO,1
89752,1,2,15,37,NO APRENDIO,1
89753,2,3,14,26,APRENDIO,1
89754,6,2,24,37,NO APRENDIO,1
89755,6,2,4,49,NO APRENDIO,1
89756,5,2,26,45,NO APRENDIO,1
89757,3,3,7,2,APRENDIO,1
89758,3,1,12,34,NO APRENDIO,1
89759,4,2,24,48,NO APRENDIO,1
89760,4,1,4,2,APRENDIO,1
89761,1,1,20,14,NO APRENDIO,1
89762,1,2,18,16,APRENDIO,1
89763,6,1,3,22,NO APRENDIO,1
89764,3,2,24,33,NO APRENDIO,1
89765,1,3,30,30,NO APRENDIO,1
89766,2,1,3,5,APRENDIO,1
89767,2,3,4,6,APRENDIO,1
89768,6,2,26,36,NO APRENDIO,1
89769,2,3,7,38,NO APRENDIO,1
89770,2,1,17,32,NO APRENDIO,1
89771,4,1,10,20,NO APRENDIO,1
89772,5,2,30,19,NO APRENDIO,1
89773,5,3,29,1,NO APRENDIO,1
89774,5,1,19,40,NO APRENDIO,1
89775,3,3,5,30,APRENDIO,1
89776,5,2,23,42,NO APRENDIO,1
89777,6,1,17,12,NO APRENDIO,1
89778,3,2,3,41,NO APRENDIO,1
89779,2,3,24,2,NO APRENDIO,1
89780,3,3,10,24,APRENDIO,1
89781,6,2,17,25,APRENDIO,1
89782,5,2,22,22,APRENDIO,1
89783,1,3,22,50,NO APRENDIO,1
89784,5,2,9,19,APRENDIO,1
89785,6,1,1,14,APRENDIO,1
89786,5,1,20,1,NO APRENDIO,1
89787,3,2,27,22,APRENDIO,1
89788,1,2,9,12,APRENDIO,1
89789,1,3,18,11,APRENDIO,1
89790,2,2,28,9,APRENDIO,1
89791,2,3,15,6,APRENDIO,1
89792,4,1,30,5,NO APRENDIO,1
89793,3,2,15,19,APRENDIO,1
89794,5,1,2,19,NO APRENDIO,1
89795,6,2,14,49,NO APRENDIO,1
89796,1,2,1,42,NO APRENDIO,1
89797,1,1,10,30,NO APRENDIO,1
89798,2,1,8,37,NO APRENDIO,1
89799,5,2,14,12,APRENDIO,1
89800,2,2,7,49,NO APRENDIO,1
89801,1,3,9,24,APRENDIO,1
89802,2,1,13,11,NO APRENDIO,1
89803,1,2,18,24,APRENDIO,1
89804,5,1,5,2,APRENDIO,1
89805,1,3,19,15,APRENDIO,1
89806,2,2,1,42,NO APRENDIO,1
89807,3,2,14,18,APRENDIO,1
89808,1,3,15,33,APRENDIO,1
89809,3,2,13,23,APRENDIO,1
89810,1,3,30,21,NO APRENDIO,1
89811,1,1,5,5,APRENDIO,1
89812,3,2,9,18,APRENDIO,1
89813,1,1,4,17,NO APRENDIO,1
89814,2,1,30,13,NO APRENDIO,1
89815,1,2,10,4,APRENDIO,1
89816,6,1,12,8,APRENDIO,1
89817,5,3,30,48,NO APRENDIO,1
89818,2,3,10,28,APRENDIO,1
89819,1,2,24,24,APRENDIO,1
89820,5,3,15,50,NO APRENDIO,1
89821,6,2,16,22,APRENDIO,1
89822,2,1,20,46,NO APRENDIO,1
89823,2,3,4,44,NO APRENDIO,1
89824,4,1,19,19,NO APRENDIO,1
89825,1,2,14,19,APRENDIO,1
89826,2,3,30,13,NO APRENDIO,1
89827,5,2,28,22,APRENDIO,1
89828,1,1,2,26,NO APRENDIO,1
89829,5,3,11,11,APRENDIO,1
89830,1,1,30,46,NO APRENDIO,1
89831,5,3,29,35,NO APRENDIO,1
89832,4,1,11,18,NO APRENDIO,1
89833,2,2,27,36,NO APRENDIO,1
89834,2,2,23,32,NO APRENDIO,1
89835,4,1,11,4,APRENDIO,1
89836,6,3,25,18,NO APRENDIO,1
89837,6,1,21,6,NO APRENDIO,1
89838,2,2,29,11,NO APRENDIO,1
89839,4,3,26,27,NO APRENDIO,1
89840,4,3,21,50,NO APRENDIO,1
89841,3,1,24,33,NO APRENDIO,1
89842,6,3,9,9,APRENDIO,1
89843,3,1,17,18,NO APRENDIO,1
89844,6,3,22,38,NO APRENDIO,1
89845,3,3,21,3,APRENDIO,1
89846,5,3,14,36,NO APRENDIO,1
89847,5,1,10,9,APRENDIO,1
89848,4,1,17,9,NO APRENDIO,1
89849,6,2,18,27,NO APRENDIO,1
89850,1,1,2,44,NO APRENDIO,1
89851,3,1,9,48,NO APRENDIO,1
