grade,game,level,moves,time,result_test,result_game,time_per_move,move_efficiency
Second Grade,Hanoi,2,13,27,Failed,Failed,2.076923076923077,2.6
Fifth Grade,Hanoi,1,9,12,Failed,Failed,1.3333333333333333,2.25
Sixth Grade,Hanoi,1,27,35,Failed,Failed,1.2962962962962963,6.75
First Grade,Hanoi,2,16,44,Failed,Failed,2.75,3.2
Third Grade,Hanoi,2,10,17,Failed,Failed,1.7,2.0
Fourth Grade,Hanoi,1,4,31,Failed,Failed,7.75,1.0
First Grade,Hanoi,3,30,32,Failed,Failed,1.0666666666666667,3.3333333333333335
Fourth Grade,Hanoi,1,10,30,Failed,Failed,3.0,2.5
Fifth Grade,Hanoi,1,10,12,Failed,Failed,1.2,2.5
First Grade,Hanoi,3,27,29,Failed,Failed,1.0740740740740742,3.0
Second Grade,Hanoi,2,30,44,Failed,Failed,1.4666666666666666,6.0
Second Grade,Hanoi,3,20,29,Failed,Failed,1.45,2.2222222222222223
Fifth Grade,Hanoi,1,29,46,Failed,Failed,1.5862068965517242,7.25
Sixth Grade,Hanoi,2,10,35,Failed,Failed,3.5,2.0
Second Grade,Hanoi,1,5,45,Failed,Failed,9.0,1.25
Second Grade,Hanoi,2,16,19,Failed,Failed,1.1875,3.2
Fifth Grade,Hanoi,2,23,28,Failed,Failed,1.2173913043478262,4.6
First Grade,Hanoi,2,10,32,Failed,Failed,3.2,2.0
Sixth Grade,Hanoi,1,21,32,Failed,Failed,1.5238095238095237,5.25
Second Grade,Hanoi,1,24,35,Failed,Failed,1.4583333333333333,6.0
First Grade,Hanoi,1,3,42,Failed,Failed,14.0,0.75
Third Grade,Hanoi,1,21,33,Failed,Failed,1.5714285714285714,5.25
Fifth Grade,Hanoi,3,24,49,Failed,Failed,2.0416666666666665,2.6666666666666665
First Grade,Hanoi,2,28,45,Failed,Failed,1.6071428571428572,5.6
Second Grade,Hanoi,1,16,50,Failed,Failed,3.125,4.0
Second Grade,Hanoi,2,17,46,Failed,Failed,2.7058823529411766,3.4
Second Grade,Hanoi,2,12,36,Failed,Failed,3.0,2.4
Fifth Grade,Hanoi,1,4,45,Failed,Failed,11.25,1.0
First Grade,Hanoi,1,23,39,Failed,Failed,1.6956521739130435,5.75
Second Grade,Hanoi,2,21,50,Failed,Failed,2.380952380952381,4.2
Fifth Grade,Hanoi,3,19,32,Failed,Failed,1.6842105263157894,2.111111111111111
Sixth Grade,Hanoi,1,12,16,Failed,Failed,1.3333333333333333,3.0
Third Grade,Hanoi,1,4,37,Failed,Failed,9.25,1.0
First Grade,Hanoi,1,4,13,Passed,Failed,3.25,1.0
Fourth Grade,Hanoi,2,18,32,Failed,Failed,1.7777777777777777,3.6
First Grade,Hanoi,3,18,44,Failed,Failed,2.4444444444444446,2.0
Sixth Grade,Hanoi,3,26,30,Failed,Failed,1.1538461538461537,2.888888888888889
Third Grade,Hanoi,1,18,40,Failed,Failed,2.2222222222222223,4.5
Second Grade,Hanoi,1,6,15,Failed,Failed,2.5,1.5
Second Grade,Hanoi,1,16,22,Failed,Failed,1.375,4.0
Fifth Grade,Hanoi,2,22,49,Failed,Failed,2.227272727272727,4.4
Fourth Grade,Hanoi,2,10,22,Failed,Failed,2.2,2.0
Fourth Grade,Hanoi,1,19,33,Failed,Failed,1.736842105263158,4.75
Third Grade,Hanoi,1,21,44,Failed,Failed,2.0952380952380953,5.25
Second Grade,Hanoi,2,21,44,Failed,Failed,2.0952380952380953,4.2
Second Grade,Hanoi,1,17,30,Failed,Failed,1.7647058823529411,4.25
Fifth Grade,Hanoi,3,23,29,Failed,Failed,1.2608695652173914,2.5555555555555554
Second Grade,Hanoi,3,29,50,Failed,Failed,1.7241379310344827,3.2222222222222223
Fifth Grade,Hanoi,2,13,29,Failed,Failed,2.230769230769231,2.6
First Grade,Hanoi,2,10,20,Failed,Failed,2.0,2.0
Second Grade,Hanoi,2,9,11,Failed,Failed,1.2222222222222223,1.8
Third Grade,Hanoi,1,9,20,Failed,Failed,2.2222222222222223,2.25
Sixth Grade,Hanoi,2,26,50,Failed,Failed,1.9230769230769231,5.2
Fourth Grade,Hanoi,2,28,38,Failed,Failed,1.3571428571428572,5.6
Second Grade,Hanoi,1,19,21,Failed,Failed,1.105263157894737,4.75
Fifth Grade,Hanoi,2,27,30,Failed,Failed,1.1111111111111112,5.4
Sixth Grade,Hanoi,2,29,32,Failed,Failed,1.103448275862069,5.8
Sixth Grade,Hanoi,1,16,35,Failed,Failed,2.1875,4.0
Fifth Grade,Hanoi,1,20,31,Failed,Failed,1.55,5.0
First Grade,Hanoi,1,12,39,Failed,Failed,3.25,3.0
Sixth Grade,Hanoi,3,23,30,Failed,Failed,1.3043478260869565,2.5555555555555554
Second Grade,Hanoi,1,4,32,Failed,Failed,8.0,1.0
Second Grade,Hanoi,1,21,36,Failed,Failed,1.7142857142857142,5.25
Fifth Grade,Hanoi,3,19,47,Failed,Failed,2.473684210526316,2.111111111111111
Third Grade,Hanoi,2,22,31,Failed,Failed,1.4090909090909092,4.4
First Grade,Hanoi,1,5,28,Failed,Failed,5.6,1.25
First Grade,Hanoi,3,27,44,Failed,Failed,1.6296296296296295,3.0
Second Grade,Hanoi,3,26,27,Failed,Failed,1.0384615384615385,2.888888888888889
Third Grade,Hanoi,2,29,49,Failed,Failed,1.6896551724137931,5.8
Second Grade,Hanoi,1,16,30,Failed,Failed,1.875,4.0
First Grade,Hanoi,1,29,35,Failed,Failed,1.206896551724138,7.25
Fourth Grade,Hanoi,2,22,35,Failed,Failed,1.5909090909090908,4.4
First Grade,Hanoi,2,19,43,Failed,Failed,2.263157894736842,3.8
Fourth Grade,Hanoi,1,19,50,Failed,Failed,2.6315789473684212,4.75
Second Grade,Hanoi,1,17,20,Failed,Failed,1.1764705882352942,4.25
Fourth Grade,Hanoi,2,15,23,Failed,Failed,1.5333333333333334,3.0
Fifth Grade,Hanoi,3,22,38,Failed,Failed,1.7272727272727273,2.4444444444444446
Second Grade,Hanoi,2,23,30,Failed,Failed,1.3043478260869565,4.6
Fourth Grade,Hanoi,1,18,20,Failed,Failed,1.1111111111111112,4.5
Sixth Grade,Hanoi,3,19,32,Failed,Failed,1.6842105263157894,2.111111111111111
Fifth Grade,Hanoi,1,23,39,Failed,Failed,1.6956521739130435,5.75
First Grade,Hanoi,2,10,29,Failed,Failed,2.9,2.0
Fourth Grade,Hanoi,3,20,20,Failed,Failed,1.0,2.2222222222222223
First Grade,Hanoi,1,9,43,Failed,Failed,4.777777777777778,2.25
Fourth Grade,Hanoi,2,27,32,Failed,Failed,1.1851851851851851,5.4
Fourth Grade,Hanoi,2,12,50,Failed,Failed,4.166666666666667,2.4
Fourth Grade,Hanoi,3,20,49,Failed,Failed,2.45,2.2222222222222223
Third Grade,Hanoi,2,13,30,Failed,Failed,2.3076923076923075,2.6
Third Grade,Hanoi,1,21,26,Failed,Failed,1.2380952380952381,5.25
Third Grade,Hanoi,1,11,13,Failed,Failed,1.1818181818181819,2.75
First Grade,Hanoi,1,16,36,Failed,Failed,2.25,4.0
Fifth Grade,Hanoi,1,6,48,Failed,Failed,8.0,1.5
Third Grade,Hanoi,1,4,30,Failed,Failed,7.5,1.0
Fifth Grade,Hanoi,1,8,26,Failed,Failed,3.25,2.0
Sixth Grade,Hanoi,2,16,19,Failed,Failed,1.1875,3.2
Third Grade,Hanoi,3,29,48,Failed,Failed,1.6551724137931034,3.2222222222222223
Sixth Grade,Hanoi,1,23,33,Failed,Failed,1.434782608695652,5.75
Fifth Grade,Hanoi,3,18,39,Failed,Failed,2.1666666666666665,2.0
First Grade,Hanoi,3,27,43,Failed,Failed,1.5925925925925926,3.0
Sixth Grade,Hanoi,2,14,42,Failed,Failed,3.0,2.8
Fifth Grade,Hanoi,1,8,45,Failed,Failed,5.625,2.0
Fifth Grade,Hanoi,1,9,11,Failed,Failed,1.2222222222222223,2.25
Fourth Grade,Hanoi,2,15,32,Failed,Failed,2.1333333333333333,3.0
Fifth Grade,Hanoi,2,10,43,Failed,Failed,4.3,2.0
Third Grade,Hanoi,1,21,45,Failed,Failed,2.142857142857143,5.25
Sixth Grade,Hanoi,1,4,41,Failed,Failed,10.25,1.0
Third Grade,Hanoi,2,23,49,Failed,Failed,2.130434782608696,4.6
Second Grade,Hanoi,2,10,33,Failed,Failed,3.3,2.0
Third Grade,Hanoi,2,18,32,Failed,Failed,1.7777777777777777,3.6
Fourth Grade,Hanoi,3,15,38,Failed,Failed,2.533333333333333,1.6666666666666667
First Grade,Hanoi,2,18,27,Failed,Failed,1.5,3.6
Third Grade,Hanoi,1,5,41,Failed,Failed,8.2,1.25
First Grade,Hanoi,3,24,39,Failed,Failed,1.625,2.6666666666666665
Fifth Grade,Hanoi,1,19,44,Failed,Failed,2.3157894736842106,4.75
Third Grade,Hanoi,2,22,48,Failed,Failed,2.1818181818181817,4.4
Third Grade,Hanoi,1,13,45,Failed,Failed,3.4615384615384617,3.25
Sixth Grade,Hanoi,3,24,31,Failed,Failed,1.2916666666666667,2.6666666666666665
Fourth Grade,Hanoi,1,25,44,Failed,Failed,1.76,6.25
Second Grade,Hanoi,1,25,47,Failed,Failed,1.88,6.25
Third Grade,Hanoi,2,28,42,Failed,Failed,1.5,5.6
Third Grade,Hanoi,3,17,39,Failed,Failed,2.2941176470588234,1.8888888888888888
Third Grade,Hanoi,3,19,26,Failed,Failed,1.368421052631579,2.111111111111111
Fifth Grade,Hanoi,1,18,33,Failed,Failed,1.8333333333333333,4.5
Third Grade,Hanoi,1,20,47,Failed,Failed,2.35,5.0
Third Grade,Hanoi,1,23,26,Failed,Failed,1.1304347826086956,5.75
Fifth Grade,Hanoi,1,7,38,Failed,Failed,5.428571428571429,1.75
Fifth Grade,Hanoi,1,11,46,Failed,Failed,4.181818181818182,2.75
Second Grade,Hanoi,1,21,22,Failed,Failed,1.0476190476190477,5.25
First Grade,Hanoi,1,24,32,Failed,Failed,1.3333333333333333,6.0
Third Grade,Hanoi,3,25,31,Failed,Failed,1.24,2.7777777777777777
Sixth Grade,Hanoi,2,21,37,Failed,Failed,1.7619047619047619,4.2
First Grade,Hanoi,2,28,46,Failed,Failed,1.6428571428571428,5.6
Sixth Grade,Hanoi,2,8,18,Failed,Failed,2.25,1.6
First Grade,Hanoi,2,14,25,Failed,Failed,1.7857142857142858,2.8
Fifth Grade,Hanoi,1,7,21,Failed,Failed,3.0,1.75
First Grade,Hanoi,2,17,41,Failed,Failed,2.411764705882353,3.4
Sixth Grade,Hanoi,2,27,37,Failed,Failed,1.3703703703703705,5.4
Third Grade,Hanoi,1,6,14,Failed,Failed,2.3333333333333335,1.5
First Grade,Hanoi,3,28,40,Failed,Failed,1.4285714285714286,3.111111111111111
Second Grade,Hanoi,1,12,29,Failed,Failed,2.4166666666666665,3.0
Fifth Grade,Hanoi,2,14,42,Failed,Failed,3.0,2.8
Sixth Grade,Hanoi,1,11,50,Failed,Failed,4.545454545454546,2.75
Fifth Grade,Hanoi,2,25,30,Failed,Failed,1.2,5.0
Third Grade,Hanoi,1,21,29,Failed,Failed,1.380952380952381,5.25
Third Grade,Hanoi,3,16,21,Failed,Failed,1.3125,1.7777777777777777
Third Grade,Hanoi,1,6,37,Failed,Failed,6.166666666666667,1.5
First Grade,Hanoi,2,20,44,Failed,Failed,2.2,4.0
Fifth Grade,Hanoi,3,22,41,Failed,Failed,1.8636363636363635,2.4444444444444446
Second Grade,Hanoi,2,16,26,Failed,Failed,1.625,3.2
Sixth Grade,Hanoi,1,7,34,Failed,Failed,4.857142857142857,1.75
Third Grade,Hanoi,2,19,21,Failed,Failed,1.105263157894737,3.8
Second Grade,Hanoi,1,18,44,Failed,Failed,2.4444444444444446,4.5
First Grade,Hanoi,3,25,35,Failed,Failed,1.4,2.7777777777777777
Sixth Grade,Hanoi,3,26,49,Failed,Failed,1.8846153846153846,2.888888888888889
Fourth Grade,Hanoi,1,17,32,Failed,Failed,1.8823529411764706,4.25
Sixth Grade,Hanoi,2,17,33,Failed,Failed,1.9411764705882353,3.4
First Grade,Hanoi,3,24,45,Failed,Failed,1.875,2.6666666666666665
Third Grade,Hanoi,3,21,39,Failed,Failed,1.8571428571428572,2.3333333333333335
First Grade,Hanoi,1,18,39,Failed,Failed,2.1666666666666665,4.5
Second Grade,Hanoi,2,10,49,Failed,Failed,4.9,2.0
Fifth Grade,Hanoi,2,26,35,Failed,Failed,1.3461538461538463,5.2
First Grade,Hanoi,2,24,45,Failed,Failed,1.875,4.8
Third Grade,Hanoi,1,17,44,Failed,Failed,2.588235294117647,4.25
First Grade,Hanoi,2,27,34,Failed,Failed,1.2592592592592593,5.4
First Grade,Hanoi,1,19,19,Failed,Failed,1.0,4.75
Fifth Grade,Hanoi,2,22,32,Failed,Failed,1.4545454545454546,4.4
First Grade,Hanoi,2,22,42,Failed,Failed,1.9090909090909092,4.4
Fifth Grade,Hanoi,1,20,44,Failed,Failed,2.2,5.0
Third Grade,Hanoi,2,12,42,Failed,Failed,3.5,2.4
Fourth Grade,Hanoi,2,18,50,Failed,Failed,2.7777777777777777,3.6
First Grade,Hanoi,1,5,26,Failed,Failed,5.2,1.25
Sixth Grade,Hanoi,3,16,40,Failed,Failed,2.5,1.7777777777777777
Fourth Grade,Hanoi,1,17,18,Failed,Failed,1.0588235294117647,4.25
Third Grade,Hanoi,1,10,43,Failed,Failed,4.3,2.5
Second Grade,Hanoi,2,23,34,Failed,Failed,1.4782608695652173,4.6
First Grade,Hanoi,1,10,35,Failed,Failed,3.5,2.5
Fifth Grade,Hanoi,3,16,18,Failed,Failed,1.125,1.7777777777777777
Fourth Grade,Hanoi,3,28,42,Failed,Failed,1.5,3.111111111111111
Sixth Grade,Hanoi,3,23,42,Failed,Failed,1.826086956521739,2.5555555555555554
First Grade,Hanoi,2,28,49,Failed,Failed,1.75,5.6
Fifth Grade,Hanoi,1,18,44,Failed,Failed,2.4444444444444446,4.5
Fifth Grade,Hanoi,2,25,31,Failed,Failed,1.24,5.0
Sixth Grade,Hanoi,2,13,40,Failed,Failed,3.076923076923077,2.6
Sixth Grade,Hanoi,3,17,37,Failed,Failed,2.176470588235294,1.8888888888888888
Fourth Grade,Hanoi,3,15,39,Failed,Failed,2.6,1.6666666666666667
First Grade,Hanoi,1,28,37,Failed,Failed,1.3214285714285714,7.0
First Grade,Hanoi,1,20,35,Failed,Failed,1.75,5.0
Sixth Grade,Hanoi,2,10,24,Failed,Failed,2.4,2.0
Third Grade,Hanoi,3,24,47,Failed,Failed,1.9583333333333333,2.6666666666666665
Fourth Grade,Hanoi,1,13,19,Failed,Failed,1.4615384615384615,3.25
Second Grade,Hanoi,1,7,46,Failed,Failed,6.571428571428571,1.75
Fourth Grade,Hanoi,2,12,37,Failed,Failed,3.0833333333333335,2.4
Second Grade,Hanoi,2,22,46,Failed,Failed,2.090909090909091,4.4
Sixth Grade,Hanoi,1,29,30,Failed,Failed,1.0344827586206897,7.25
Fifth Grade,Hanoi,3,27,35,Failed,Failed,1.2962962962962963,3.0
Second Grade,Hanoi,1,27,50,Failed,Failed,1.8518518518518519,6.75
Second Grade,Hanoi,1,30,35,Failed,Failed,1.1666666666666667,7.5
Third Grade,Hanoi,2,25,27,Failed,Failed,1.08,5.0
Sixth Grade,Hanoi,2,11,19,Failed,Failed,1.7272727272727273,2.2
First Grade,Hanoi,2,10,13,Failed,Failed,1.3,2.0
Third Grade,Hanoi,1,15,28,Failed,Failed,1.8666666666666667,3.75
Sixth Grade,Hanoi,2,10,18,Failed,Failed,1.8,2.0
Second Grade,Hanoi,1,19,25,Failed,Failed,1.3157894736842106,4.75
Fourth Grade,Hanoi,1,17,24,Failed,Failed,1.411764705882353,4.25
First Grade,Hanoi,1,28,37,Failed,Failed,1.3214285714285714,7.0
Second Grade,Hanoi,3,17,20,Failed,Failed,1.1764705882352942,1.8888888888888888
Fifth Grade,Hanoi,2,26,33,Failed,Failed,1.2692307692307692,5.2
Fifth Grade,Hanoi,3,25,46,Failed,Failed,1.84,2.7777777777777777
First Grade,Hanoi,2,12,32,Failed,Failed,2.6666666666666665,2.4
Second Grade,Hanoi,1,6,42,Failed,Failed,7.0,1.5
Second Grade,Hanoi,2,17,38,Failed,Failed,2.235294117647059,3.4
Sixth Grade,Hanoi,2,22,34,Failed,Failed,1.5454545454545454,4.4
Third Grade,Hanoi,1,5,20,Failed,Failed,4.0,1.25
Second Grade,Hanoi,1,25,34,Failed,Failed,1.36,6.25
Fourth Grade,Hanoi,1,29,33,Failed,Failed,1.1379310344827587,7.25
Second Grade,Hanoi,2,12,32,Failed,Failed,2.6666666666666665,2.4
Fourth Grade,Hanoi,1,10,14,Failed,Failed,1.4,2.5
First Grade,Hanoi,1,14,39,Failed,Failed,2.7857142857142856,3.5
Third Grade,Hanoi,1,10,19,Failed,Failed,1.9,2.5
Fifth Grade,Hanoi,2,12,16,Failed,Failed,1.3333333333333333,2.4
First Grade,Hanoi,1,5,8,Failed,Failed,1.6,1.25
Third Grade,Hanoi,2,20,46,Failed,Failed,2.3,4.0
Sixth Grade,Hanoi,3,16,40,Failed,Failed,2.5,1.7777777777777777
Fourth Grade,Hanoi,1,20,27,Failed,Failed,1.35,5.0
Fourth Grade,Hanoi,2,22,29,Failed,Failed,1.3181818181818181,4.4
Fourth Grade,Hanoi,2,9,20,Failed,Failed,2.2222222222222223,1.8
Sixth Grade,Hanoi,1,18,50,Failed,Failed,2.7777777777777777,4.5
Second Grade,Hanoi,2,15,42,Failed,Failed,2.8,3.0
Fourth Grade,Hanoi,2,18,36,Failed,Failed,2.0,3.6
Fourth Grade,Hanoi,3,27,39,Failed,Failed,1.4444444444444444,3.0
First Grade,Hanoi,3,25,25,Failed,Failed,1.0,2.7777777777777777
Sixth Grade,Hanoi,3,25,38,Failed,Failed,1.52,2.7777777777777777
Fifth Grade,Hanoi,2,9,16,Failed,Failed,1.7777777777777777,1.8
First Grade,Hanoi,3,18,50,Failed,Failed,2.7777777777777777,2.0
First Grade,Hanoi,3,18,29,Failed,Failed,1.6111111111111112,2.0
Fourth Grade,Hanoi,1,26,29,Failed,Failed,1.1153846153846154,6.5
Second Grade,Hanoi,1,21,22,Failed,Failed,1.0476190476190477,5.25
First Grade,Hanoi,2,23,30,Failed,Failed,1.3043478260869565,4.6
First Grade,Hanoi,3,30,44,Failed,Failed,1.4666666666666666,3.3333333333333335
Fifth Grade,Hanoi,2,14,38,Failed,Failed,2.7142857142857144,2.8
Sixth Grade,Hanoi,1,21,47,Failed,Failed,2.238095238095238,5.25
Fifth Grade,Hanoi,3,22,41,Failed,Failed,1.8636363636363635,2.4444444444444446
Sixth Grade,Hanoi,1,24,28,Failed,Failed,1.1666666666666667,6.0
Second Grade,Hanoi,2,25,50,Failed,Failed,2.0,5.0
Third Grade,Hanoi,2,26,35,Failed,Failed,1.3461538461538463,5.2
First Grade,Hanoi,1,25,26,Failed,Failed,1.04,6.25
Sixth Grade,Hanoi,2,17,27,Failed,Failed,1.588235294117647,3.4
Second Grade,Hanoi,3,25,30,Failed,Failed,1.2,2.7777777777777777
Fifth Grade,Hanoi,1,12,30,Failed,Failed,2.5,3.0
Fourth Grade,Hanoi,2,16,21,Failed,Failed,1.3125,3.2
Sixth Grade,Hanoi,1,7,29,Failed,Failed,4.142857142857143,1.75
Third Grade,Hanoi,1,19,47,Failed,Failed,2.473684210526316,4.75
Fifth Grade,Hanoi,1,8,20,Failed,Failed,2.5,2.0
Sixth Grade,Hanoi,3,25,41,Failed,Failed,1.64,2.7777777777777777
Sixth Grade,Hanoi,1,9,36,Failed,Failed,4.0,2.25
First Grade,Hanoi,1,18,29,Failed,Failed,1.6111111111111112,4.5
Third Grade,Hanoi,2,8,47,Failed,Failed,5.875,1.6
Third Grade,Hanoi,2,14,27,Failed,Failed,1.9285714285714286,2.8
Fifth Grade,Hanoi,2,24,38,Failed,Failed,1.5833333333333333,4.8
Fourth Grade,Hanoi,1,19,26,Failed,Failed,1.368421052631579,4.75
Second Grade,Hanoi,3,21,37,Failed,Failed,1.7619047619047619,2.3333333333333335
Sixth Grade,Hanoi,2,11,30,Failed,Failed,2.727272727272727,2.2
Second Grade,Hanoi,2,13,27,Failed,Failed,2.076923076923077,2.6
Sixth Grade,Hanoi,1,23,30,Failed,Failed,1.3043478260869565,5.75
Fifth Grade,Hanoi,3,17,47,Failed,Failed,2.764705882352941,1.8888888888888888
Fourth Grade,Hanoi,3,23,41,Failed,Failed,1.7826086956521738,2.5555555555555554
Fourth Grade,Hanoi,3,29,29,Failed,Failed,1.0,3.2222222222222223
First Grade,Hanoi,3,20,23,Failed,Failed,1.15,2.2222222222222223
Second Grade,Hanoi,2,20,35,Failed,Failed,1.75,4.0
Fourth Grade,Hanoi,2,9,30,Failed,Failed,3.3333333333333335,1.8
First Grade,Hanoi,2,25,28,Failed,Failed,1.12,5.0
Fourth Grade,Hanoi,2,27,49,Failed,Failed,1.8148148148148149,5.4
Second Grade,Hanoi,2,8,11,Failed,Failed,1.375,1.6
First Grade,Hanoi,2,10,30,Failed,Failed,3.0,2.0
Fourth Grade,Hanoi,2,12,19,Failed,Failed,1.5833333333333333,2.4
Third Grade,Hanoi,1,16,31,Failed,Failed,1.9375,4.0
Fourth Grade,Hanoi,1,19,24,Failed,Failed,1.263157894736842,4.75
Third Grade,Hanoi,1,25,37,Failed,Failed,1.48,6.25
Sixth Grade,Hanoi,2,24,42,Failed,Failed,1.75,4.8
First Grade,Hanoi,1,6,49,Failed,Failed,8.166666666666666,1.5
Sixth Grade,Hanoi,2,8,48,Failed,Failed,6.0,1.6
Third Grade,Hanoi,2,28,29,Failed,Failed,1.0357142857142858,5.6
Sixth Grade,Hanoi,2,11,29,Failed,Failed,2.6363636363636362,2.2
Sixth Grade,Hanoi,2,9,43,Failed,Failed,4.777777777777778,1.8
Third Grade,Hanoi,2,27,39,Failed,Failed,1.4444444444444444,5.4
First Grade,Hanoi,1,11,20,Failed,Failed,1.8181818181818181,2.75
Fifth Grade,Hanoi,2,7,11,Failed,Failed,1.5714285714285714,1.4
Third Grade,Hanoi,1,26,31,Failed,Failed,1.1923076923076923,6.5
Third Grade,Hanoi,2,9,31,Failed,Failed,3.4444444444444446,1.8
Second Grade,Hanoi,2,11,26,Failed,Failed,2.3636363636363638,2.2
Fifth Grade,Hanoi,2,19,19,Failed,Failed,1.0,3.8
Second Grade,Hanoi,3,28,37,Failed,Failed,1.3214285714285714,3.111111111111111
Fourth Grade,Hanoi,2,9,10,Failed,Failed,1.1111111111111112,1.8
First Grade,Hanoi,1,13,14,Failed,Failed,1.0769230769230769,3.25
Third Grade,Hanoi,2,25,28,Failed,Failed,1.12,5.0
Sixth Grade,Hanoi,1,10,11,Failed,Failed,1.1,2.5
Fifth Grade,Hanoi,3,15,43,Failed,Failed,2.8666666666666667,1.6666666666666667
Fifth Grade,Hanoi,2,9,32,Failed,Failed,3.5555555555555554,1.8
Second Grade,Hanoi,1,9,37,Failed,Failed,4.111111111111111,2.25
Fifth Grade,Hanoi,3,24,27,Failed,Failed,1.125,2.6666666666666665
Fourth Grade,Hanoi,2,20,48,Failed,Failed,2.4,4.0
Fifth Grade,Hanoi,1,7,18,Failed,Failed,2.5714285714285716,1.75
Fifth Grade,Hanoi,1,3,34,Failed,Failed,11.333333333333334,0.75
Fourth Grade,Hanoi,2,20,44,Failed,Failed,2.2,4.0
Fourth Grade,Hanoi,1,6,29,Failed,Failed,4.833333333333333,1.5
Third Grade,Hanoi,2,22,42,Failed,Failed,1.9090909090909092,4.4
Second Grade,Hanoi,3,15,29,Failed,Failed,1.9333333333333333,1.6666666666666667
Second Grade,Hanoi,3,16,17,Failed,Failed,1.0625,1.7777777777777777
Fifth Grade,Hanoi,2,7,38,Failed,Failed,5.428571428571429,1.4
Fourth Grade,Hanoi,1,17,26,Failed,Failed,1.5294117647058822,4.25
Third Grade,Hanoi,2,27,47,Failed,Failed,1.7407407407407407,5.4
Third Grade,Hanoi,1,21,32,Failed,Failed,1.5238095238095237,5.25
Third Grade,Hanoi,1,9,38,Failed,Failed,4.222222222222222,2.25
Fourth Grade,Hanoi,3,15,42,Failed,Failed,2.8,1.6666666666666667
Sixth Grade,Hanoi,3,22,35,Failed,Failed,1.5909090909090908,2.4444444444444446
Second Grade,Hanoi,2,30,40,Failed,Failed,1.3333333333333333,6.0
First Grade,Hanoi,2,17,37,Failed,Failed,2.176470588235294,3.4
Second Grade,Hanoi,3,30,50,Failed,Failed,1.6666666666666667,3.3333333333333335
Third Grade,Hanoi,2,25,39,Failed,Failed,1.56,5.0
Fourth Grade,Hanoi,1,11,50,Failed,Failed,4.545454545454546,2.75
First Grade,Hanoi,2,8,19,Failed,Failed,2.375,1.6
Fifth Grade,Hanoi,1,27,28,Failed,Failed,1.037037037037037,6.75
First Grade,Hanoi,1,19,38,Failed,Failed,2.0,4.75
Fourth Grade,Hanoi,2,19,20,Failed,Failed,1.0526315789473684,3.8
Fifth Grade,Hanoi,2,20,48,Failed,Failed,2.4,4.0
Second Grade,Hanoi,1,27,41,Failed,Failed,1.5185185185185186,6.75
Fifth Grade,Hanoi,2,14,21,Failed,Failed,1.5,2.8
Fifth Grade,Hanoi,2,17,38,Failed,Failed,2.235294117647059,3.4
Third Grade,Hanoi,1,15,15,Failed,Failed,1.0,3.75
Fourth Grade,Hanoi,3,25,50,Failed,Failed,2.0,2.7777777777777777
Sixth Grade,Hanoi,2,29,43,Failed,Failed,1.4827586206896552,5.8
Second Grade,Hanoi,3,28,33,Failed,Failed,1.1785714285714286,3.111111111111111
Sixth Grade,Hanoi,1,9,30,Failed,Failed,3.3333333333333335,2.25
First Grade,Hanoi,2,20,42,Failed,Failed,2.1,4.0
Fifth Grade,Hanoi,1,11,20,Failed,Failed,1.8181818181818181,2.75
Sixth Grade,Hanoi,1,23,27,Failed,Failed,1.173913043478261,5.75
Fourth Grade,Hanoi,1,9,34,Failed,Failed,3.7777777777777777,2.25
Third Grade,Hanoi,1,20,40,Failed,Failed,2.0,5.0
Third Grade,Hanoi,2,17,28,Failed,Failed,1.6470588235294117,3.4
Second Grade,Hanoi,3,19,33,Failed,Failed,1.736842105263158,2.111111111111111
Fourth Grade,Hanoi,3,23,47,Failed,Failed,2.0434782608695654,2.5555555555555554
First Grade,Hanoi,1,25,26,Failed,Failed,1.04,6.25
Fifth Grade,Hanoi,1,17,26,Failed,Failed,1.5294117647058822,4.25
Fourth Grade,Hanoi,2,14,24,Failed,Failed,1.7142857142857142,2.8
Second Grade,Hanoi,2,16,19,Failed,Failed,1.1875,3.2
Second Grade,Hanoi,1,12,40,Failed,Failed,3.3333333333333335,3.0
Second Grade,Hanoi,3,27,40,Failed,Failed,1.4814814814814814,3.0
Sixth Grade,Hanoi,2,11,23,Failed,Failed,2.090909090909091,2.2
Second Grade,Hanoi,2,17,20,Failed,Failed,1.1764705882352942,3.4
Second Grade,Hanoi,1,5,46,Failed,Failed,9.2,1.25
Fourth Grade,Hanoi,1,25,41,Failed,Failed,1.64,6.25
Second Grade,Hanoi,2,17,21,Failed,Failed,1.2352941176470589,3.4
Fourth Grade,Hanoi,1,23,49,Failed,Failed,2.130434782608696,5.75
Fourth Grade,Hanoi,1,7,11,Failed,Failed,1.5714285714285714,1.75
Third Grade,Hanoi,3,17,36,Failed,Failed,2.1176470588235294,1.8888888888888888
Fourth Grade,Hanoi,1,3,39,Failed,Failed,13.0,0.75
Sixth Grade,Hanoi,3,26,45,Failed,Failed,1.7307692307692308,2.888888888888889
First Grade,Hanoi,2,8,16,Failed,Failed,2.0,1.6
Second Grade,Hanoi,1,7,40,Failed,Failed,5.714285714285714,1.75
Third Grade,Hanoi,1,6,7,Failed,Failed,1.1666666666666667,1.5
Third Grade,Hanoi,1,16,45,Failed,Failed,2.8125,4.0
